,Tweet_text,date,username,retweets,hashtags,uni_handle,compound,Sentiment
1166,This semester is gonna be fun. I really optimistic for it. #bitspilani #bits #college #semester #garyveechallenge,2020-01-01 04:02:15+00:00,Ishan739,0,#bitspilani #bits #college #semester #garyveechallenge,0.0,0.7089,Positive
1167,"Entering this year, we were just four starry eyed students in the final year at BITS Pilani wanting to launch something to space. Over the course of this year, we have put together a relentless and insanely motivated team, and have a satellite ready to launch in 2020. (3/n) ",2019-12-31 18:36:34+00:00,awaisahmedna,1,,0.0,0.6908,Positive
1168,"WHAT A DECADE! 2010: Started in BITS Pilani 2011: 1st startup 2012: NASA project 2013-15: India's most famous design team @Housing 2016-17: ""Good design = good business"" @Flipkart 2018+: Everything! @Olacabs 2019: Married the insanely awesome @prukalpa",2019-12-31 15:31:04+00:00,suvonilc,9,,0.0,0.8881,Positive
1169,"2010-2019 what a decade!! attended BITS Pilani co-founded @BelongCo now growing @segment moved to San Francisco made amazing friends always learning something new 10 countries Eternally grateful to my family, friends, mentors and strangers ",2019-12-31 11:56:35+00:00,webaficionado,2,,0.0,0.9358,Positive
1170,"What!! BITS Pilani alumni?!! I know @baradwajrangan is engineering graduate, but don't know from this institute..",2019-12-30 17:31:07+00:00,cinema_karan,0,,0.0,0.0,Neutral
1171,"Our #Star #student #Aadyan_Srivastava from #DPS_Azaad_Nagar , Kanpur. #Scores 91% in 12th Board Exam. Crack #BITSAT and Selected in #BITS_Pilani Student of 4-Year #Foundation #batch (Last Year Result… https://www.instagram.com/p/B6spEakp4dK/?igshid=1pj0g7ztu2vta",2019-12-30 13:02:40+00:00,vishalsirkanpur,0,#Star #student #Aadyan_Srivastava #DPS_Azaad_Nagar #Scores #BITSAT #BITS_Pilani #Foundation #batch,0.0,0.0,Neutral
1172,Nice to see Bits Pilani founders and investors cracking it ,2019-12-30 12:50:57+00:00,chakraberty,0,,0.0,0.4215,Positive
1173,Happenings BITS Pilani https://www.facebook.com/story.php?story_fbid=10221555949675264&amp;id=1448049940,2019-12-30 03:50:24+00:00,guptakailash,0,,0.0,0.0,Neutral
1174,National Mathematics Day organized in BITS Pilani #BITSPilani #NationalMathematicsDay,2019-12-29 07:39:17+00:00,bitspilaniindia,5,#BITSPilani #NationalMathematicsDay,1.0,0.0,Neutral
1175,"#Sanghi here, MS graduate in BITS Pilani, working in 120 billion dollar company. What else ? ",2019-12-29 03:34:49+00:00,Kalkuniprasad,0,#Sanghi,0.0,0.0,Neutral
1176,"MTech from BITS Pilani, and you actually give credence to Rahul Gandhi! Not done!",2019-12-28 20:50:31+00:00,Akumallaji,0,,0.0,0.0,Neutral
1177,#Sanghi here ! MTech from BITS Pilani and IQ more than Rahul Gandhi ,2019-12-28 19:18:31+00:00,Suk2312,0,#Sanghi,0.0,0.0,Neutral
1178,"Dear Sir, IMPORTANT Information He may try to reach DELHI from PRAYAGRAJ to attend session by ""ACHARYA PRASHANT - ADVAIT LEARNING"" He left home at 9 pm tonight and is wearing ""BITS PILANI"" Navy Blue Hoodie and SPECTACLES.",2019-12-28 19:00:32+00:00,shivam3pathi,0,,0.0,0.6408,Positive
1179,#Sanghi here. 10th - 10 CGPA. 12th - 91%. Currently in BITS Pilani.,2019-12-28 18:53:31+00:00,kumaranshul2000,0,#Sanghi,0.0,0.0,Neutral
1180,#Sanghi here. Mech. Engineer from BITS Pilani. Bringing up two #Sanghi children.,2019-12-28 17:29:48+00:00,277RedApp,0,#Sanghi #Sanghi,0.0,0.0,Neutral
1181,"12 years back Engineering used to cost 1 lac for the entire 4 years. Now it's 12 lacs in Colleges like BITS, Pilani. MBA is even more crazy... from 5 Lacs it has reached 25 Lacs in most colleges",2019-12-27 11:54:43+00:00,kunal_shah85,0,,0.0,0.0534,Positive
1182,"Alumnus Prof. Sudhirkumar Barai, currently Dean (UG), IIT Kharagpur, has been appointed as the Director of BITS, Pilani. He completed his PhD in Civil Engineering from IISc in 1995. Congratulations to him on this prestigious appointment! https://www.facebook.com/universitybitspilani/photos/a.195362083892066/2712110698883846/?type=3&amp;theater",2019-12-27 05:33:18+00:00,iiscbangalore,4,,0.0,0.636,Positive
1183,"Gave JEE advanced, got a half decent rank; yet chose BITS Pilani and i couldn't have been happier",2019-12-26 14:48:12+00:00,Punkedrabbit,5,,0.0,-0.1965,Negative
1184,One Of The Finest Engineering Institute It's @bitspilaniindia In #Jhunjhunu District Of Rajasthan. #BITSPilani @ashokgehlot51 @SachinPilot @SrBachchan @RajCMO,2019-12-25 07:51:15+00:00,LeadingRajastan,2,#Jhunjhunu #BITSPilani,0.0,0.0,Neutral
1185,"Just finished #hosteldaze. Aaaaaaah way , waaay too much nostalgia. Take me back! College #hostellife #BITSPilani @bitspilaniindia",2019-12-25 06:58:52+00:00,Manank_Gosalia,0,#hosteldaze #hostellife #BITSPilani,0.0,0.0,Neutral
1186,BITS Pilani #Hyderabad Latest Recruitment 2020 Apply Offline for Research Associate Posts…,2019-12-24 11:29:10+00:00,latestGovtJobss,0,#Hyderabad,0.0,-0.128,Negative
1187,"Workshop on Startup & Entrepreneurship Development, February 27-28, 2020 Read More : https://www.bits-pilani.ac.in/Pilani/details.aspx?bid=36&amp;cid=68&amp;id=2801 #BITSPilani #Workshop #Entrepreneurship #Startup #startups #StartupIndia",2019-12-24 10:29:59+00:00,bitspilaniindia,7,#BITSPilani #Workshop #Entrepreneurship #Startup #startups #StartupIndia,1.0,0.0,Neutral
1188,"Learning together and from each other - ""Indo-German Challenge for Sustainable Production"". Ten students and two trainees from @tuBraunschweig travelled to @BITS_Pilani in autumn. Now the return visit took place. ",2019-12-23 18:13:25+00:00,PuL_IWF,0,,0.0,0.0772,Positive
1189,Alumni network of BITS Pilani is its greatest strength. #BGM2020 @BITSAA,2019-12-23 14:06:08+00:00,42Shiv,0,#BGM2020,0.0,0.8126,Positive
1190,"I graduated from BITS PILANI. I am doing MBA at Oxford. I oppose #NRC_CAA I am not an illiterate. I have a suggestion- let's not divide the nation on religion , let's devise a new system.If no past history of crimes, keep them otherwise send them to detention centres.",2019-12-23 11:39:02+00:00,shivmd11,0,#NRC_CAA,0.0,-0.5719,Negative
1191,Congratulations to Prof Sudhirkumar Barai for being appointed Director BITS Pilani. https://www.facebook.com/100005617809647/posts/1181699972027252/,2019-12-23 09:40:04+00:00,Rajivdst,0,,0.0,0.5994,Positive
1192,"The batch of 1994 of BITS Pilani celebrated their grand Silver Jubilee Reunion meet during December 20-22, 2019 at Pilani Campus. Read More : https://lnkd.in/f3QMNxS #BITSPilani #BITSAlumni #BITSians #BITSian",2019-12-23 07:31:02+00:00,bitspilaniindia,6,#BITSPilani #BITSAlumni #BITSians #BITSian,1.0,0.7717,Positive
1193,Great journey Jeevi Garu. We also remember your journey from being a Bits Pilani Grad and started this firm from the scratch. Studied about you in a article back then. And also I still remember using your html site as reference since 2006. Many more to go @idlebrainjeevi ,2019-12-22 14:26:09+00:00,kingchiru15,0,,0.0,0.6249,Positive
1194,Birla Institute of Technology and science (Bits) -Pilani #rajasthanpalaces #royalrajasthan #rajasthantourism #rajasthaniculture #cultureofrajasthan #facebook #twitter #instagram #rajasthanpalaces,2019-12-22 12:03:25+00:00,e_rajasthan,0,#rajasthanpalaces #royalrajasthan #rajasthantourism #rajasthaniculture #cultureofrajasthan #facebook #twitter #instagram #rajasthanpalaces,0.0,0.0,Neutral
1195,First time i browsed at BITS Pilani only and saw Nagarjuna mamnadhudu photos...so many years passed by....keep rocking....,2019-12-22 10:46:40+00:00,pavansakhamuri,0,,0.0,0.0,Neutral
1196,Yep! Most of them are IIT M/D BITS Pilani campus CS directly to SDE2 so data sample is little skewed but it’s fascinating. Guess companies now have to compete with remote opportunities as well.,2019-12-21 09:57:26+00:00,ankurfr,0,,0.0,0.9134,Positive
1197,"@Rolsonwheels maybe you would be more willing to open up a stall at BITS Pilani, Hyderabad campus. I don't think @faasos wants that anymore :)",2019-12-21 05:17:45+00:00,swaroopajit,0,,0.0,0.296,Positive
1198,"Thanks ! My dad is a retired Math Professor from BITS, Pilani",2019-12-21 03:19:07+00:00,Satvind30487005,0,,0.0,0.4926,Positive
1199,"""Jus’ "" ""wonderin "" --> good spelling ? good grammar ? room to improve my friend. be peaceful, be loving. By the way, did my Masters from UCLA CA, USA and BITS Pilani India, Both in Computer science. Later on did my MBA Information technology India.",2019-12-20 23:56:06+00:00,Rchoudh19399378,0,,0.0,0.9605,Positive
1200,"Pun-derful show! BTW, Baba Sehgal completed his http://B.Tech from G.B.Pant University, Nainital and not BITS Pilani.",2019-12-20 19:40:55+00:00,QZMASTER,0,,0.0,0.0,Neutral
1201,mein Irani nahi hu chutia... I am pure Indian and studied in BITS pilani. I am fighting against all the craps coming from Hyderabad and all the fake H4EAD applying for IT positions,2019-12-20 14:27:41+00:00,narayan_steve,0,,0.0,-0.6808,Negative
1202,I'm doing my masters from BITS PILANI (in the league of IITs). None of the students have demonstrated any protest against CAA. Most are in favor of this bill. ,2019-12-20 13:14:42+00:00,_valardohaeris_,0,,0.0,0.2415,Positive
1203,"Harish Bhat an Alumnus of 1985 Batch BE-EEE and Brand Custodian, Tata Sons has been recognised as one of LinkedIn's Top 25 Voices in India for 2019. Read More : https://bitspilani.almaconnect.com/contributions/5dfc5f4c5b8494000e414ad2 #BITSPilani #BITSAlumni #BITSians #BITSian",2019-12-20 09:33:58+00:00,bitspilaniindia,7,#BITSPilani #BITSAlumni #BITSians #BITSian,1.0,0.2023,Positive
1204,"Mr. Sanjeev Kaushik an Alumnus of BITS Pilani (1990 Batch- BE-Mechanical) and 1992-Batch officer of Kerala cadre has been appointed as the Additional Secretary, Department of Financial Services, Gov of India. Read More : https://bitspilani.almaconnect.com/contributions/5dfc6061ed1130000f9c481d #BITSPilani #BITSAlumni",2019-12-20 09:24:42+00:00,bitspilaniindia,5,#BITSPilani #BITSAlumni,1.0,0.0,Neutral
1205,"@BITSPilaniGoa @BITSAA @BITS_Pilani @CSABITSGoa Afraid of losing ""Institute of Eminence"" tag? What happened to ज्ञानं परमं बलम्?",2019-12-19 18:44:07+00:00,KaivalyaRawal,0,,0.0,-0.4515,Negative
1206,"Library Awards 2019 - Digitally Transformed Academic Library - Non Government given to Mr. Giridhar Kunkur, BITS Pilani (@bitspilaniindia) #LibraryAwards #libraryAwards2019",2019-12-19 11:55:06+00:00,WileyIndiaPL,0,#LibraryAwards #libraryAwards2019,0.0,0.4588,Positive
1207,Admission to Full-time MBA Programme for Academic Year 2020-21 is now open Read More : https://www.bitsadmission.com/mba/mba.aspx?id=2252015 The last date to apply : 17th February 2020 #BITSPilani #MBA #BITSMBA #BITSAdmission #LastDate #apply,2019-12-19 11:46:36+00:00,bitspilaniindia,6,#BITSPilani #MBA #BITSMBA #BITSAdmission #LastDate #apply,1.0,0.0,Neutral
1208,"Hi Vikash, what have you studied? I am a mechanical engineer from BITS Pilani and the rest of us are PhD students at IISc. If you feel inadequate, you can reach out to us. Also if someone in your family needs help with JEE preparation. Thanks.",2019-12-19 02:58:38+00:00,saransharora96,0,,0.0,0.4588,Positive
1209,"In continuation of day 2 of MAITRI Program, the startups of India & Brazil attended a session on ‘Building Startup Ecosystem with GLOCAL perspective’. During the session, they interacted with dignitaries from organizations such as ISB Hyd, BITS Pilani, TiE Hyd, We-HUB and Apollo. ",2019-12-18 11:10:18+00:00,PusaKrishi,3,,0.0,0.1531,Positive
1210,Workshop on Fast Packet Processing using DPDK in 2019 IEEE ANTS at BITS Pilani Goa Campus by Mohit P. Tahiliani and Leslie Monis ,2019-12-18 07:59:55+00:00,cse_nitk,1,,0.0,0.0,Neutral
1211,"@faasos How do you feel about opening up an outlet at BITS Pilani, Hyderabad campus?",2019-12-18 06:35:05+00:00,swaroopajit,0,,0.0,0.0,Neutral
1212,Was he so confused when he studied in BITS Pilani?,2019-12-18 05:49:33+00:00,SanjayCharkha,0,,0.0,-0.4572,Negative
1213,Have just returned from visiting BITS-PILANI again on the 'Coral Jubilee Reunion' of our 'BITS 79-84' Batch. https://youtu.be/nQPntxREkiQ via @YouTube,2019-12-17 09:12:50+00:00,BharaliAnupal,0,,0.0,0.0,Neutral
1214,Applications are invited for one post of Project Assistant. Read More : https://www.bits-pilani.ac.in/uploads/Pilani_Upload/Department_of_Biological_Science/Advertisement%20for%20PA.pdf #BITSPilani #ProjectAssistant #fellowship #BiologicalSciences,2019-12-17 06:45:24+00:00,bitspilaniindia,4,#BITSPilani #ProjectAssistant #fellowship #BiologicalSciences,1.0,0.0,Neutral
1215,"Lagan Saluja ( Founder of Decornt Online Shopping ) Interviewed by Shradha Sharma ( Your Story ) @BITS PILANI Startup Event #startup #decornt #ecommerece #onlineshopping #b2becommerece #decoration #catering #clothmaterial #flowersmateial #homedelivery ""https://www.youtube.com/embed/PlnpSPBn33A""",2019-12-17 06:03:37+00:00,Decorntindia,0,#startup #decornt #ecommerece #onlineshopping #b2becommerece #decoration #catering #clothmaterial #flowersmateial #homedelivery,0.0,0.0,Neutral
1216,JNU was anti national Now Jamia Milia and AMU are also anti national. In short all students in India are anti national because who needs education when Cow urine can cure cancer. BITS Pilani stands with Jamia Millia Islamia. #CAAProtests #BJPburningIndia,2019-12-16 14:01:33+00:00,AryanAg15,0,#CAAProtests #BJPburningIndia,0.0,-0.8834,Negative
1217,Yeh University mein padhane aate hain ya protest Karne. Why such agitations take place in only these institutes JNU JMI and the likes. Why not IIT Mumbai IIT Delhi BITS Pilani etc not involved in agitations.,2019-12-16 08:53:37+00:00,MKulkarnii,1,,0.0,0.1184,Positive
1218,"Students at @bitspilaniindia #BITSPILANI, time to share this spirit. Folks in my TL, please RT. ",2019-12-16 06:09:43+00:00,sgekar,1,#BITSPILANI,0.0,0.657,Positive
1219,"We at Ram Ratna Vidya Mandir we are delighted to announce that ,our school has been awarded ""GLOBAL INNOVATIVE SCHOOL AWARD"" 2019 for "" Innovation in Pedagogy "" by BITS PILANI at Dubai Campus in association with PHYZOk on 23 November 2019. ",2019-12-16 06:04:33+00:00,keshavsrushti,2,,0.0,0.9474,Positive
1220,"Applications are invited from eligible candidates, for the position of Research Scholar. Read More : https://www.bits-pilani.ac.in/uploads/Pilani_Upload/Department_of_Biological_Science/PA%20Position%20Adv-%20Meghana%20tare.pdf #BITSPilani #ResearchScholar #ProjectAssistant",2019-12-16 05:06:16+00:00,bitspilaniindia,5,#BITSPilani #ResearchScholar #ProjectAssistant,1.0,0.0,Neutral
1221,"Bhai JNU and jamia and AMU ko include mat karo these universities are politically motivated bas timepass ho rha hai vha , student across country do study..IITs, Bits pilani ,NIT student do study.",2019-12-16 04:33:33+00:00,shmjtiwari925,0,,0.0,0.4588,Positive
1222,"Kaka my Son as in books of BitsPilani , 2016 Batch ",2019-12-15 15:06:21+00:00,mehtaajaykapoor,0,,0.0,0.0,Neutral
1223,BITS Pilani: Faculty openings - DolPages ,2019-12-15 14:22:21+00:00,magdyahmadalkor,0,,0.0,0.0,Neutral
1224,"JRF Bioinformatics - BITS Pilani - Posted 12 Dec 19 / Last date 31st December 2019 About Company: The Birla Institute of Technology &amp; Science, BITS Pilani is an all-India Institute for higher education. https://bioinformatics.live/2019/12/15/jrf-bioinformatics-bits-pilani/",2019-12-15 13:25:09+00:00,reachrajatsingh,0,,0.0,0.0,Neutral
1225,Once upon a time in #bits #pilani Not able do it for last an year or so. https://www.instagram.com/p/B6FKXatpFMN0dtRbdKmJC1Jywmrp9hl0kljEWs0/?igshid=1aiwfsmygvgeu,2019-12-15 05:03:56+00:00,akviitp,0,#bits #pilani,0.0,0.0,Neutral
1226,"Because of these Indian females only my career got at stake and I was not able to get into IITs,NITs and BITS PILANI.",2019-12-14 06:34:32+00:00,sahni_hitanshu,0,,0.0,0.0,Neutral
1227,Applications are invited from eligible candidates for Junior Research Fellow (JRF). Read More : https://www.bits-pilani.ac.in/uploads/Pilani_Upload/Department_of_Chemical-Engineering/JRF/DST-SRG_JRF_Advertisement_Dr.BVReddy-14-Dec-2019.pdf #BITSPilani #JRF #ResearchFellow,2019-12-14 05:28:23+00:00,bitspilaniindia,4,#BITSPilani #JRF #ResearchFellow,1.0,0.0,Neutral
1228,IIT Kharagpur has created a new I record by placing more than 1000 students in the first phase. @IITKgp . #marketingstories #iit #btech #iitkharagpur #kharagpur #placement #jobs #employee #salary #nit #bitspilani #engineering #bangalore #Bihar,2019-12-13 15:45:10+00:00,Marketing_Stry,0,#marketingstories #iit #btech #iitkharagpur #kharagpur #placement #jobs #employee #salary #nit #bitspilani #engineering #bangalore #Bihar,0.0,0.25,Positive
